"evaluation metric","none","deterministic truncation","adaptive truncation","isotonic regression","n samples"
"bias",0.07069997149199,0.104063459192288,0.0709090350413849,0.061347649659738,1000
"standard deviation",0.0479509896132324,0.0420544745071038,0.047914734916648,0.0616324352098446,1000
"root MSE",0.085424373069842,0.11223826731275,0.0855771810021139,0.0869559168616815,1000
"coverage probability",0.7336,0.2026,0.7334,0.7512,1000
"bias",0.0413339642717224,0.0544947522868775,0.0414000832011505,0.0328775992239895,2000
"standard deviation",0.0326417396796132,0.0285839226466458,0.0326210772961141,0.0420421448928038,2000
"root MSE",0.0526665612613335,0.0615349920984053,0.0527056803967508,0.0533678271014601,2000
"coverage probability",0.7068,0.3992,0.7068,0.7278,2000
"bias",0.0265861884812308,0.0302363291065261,0.0265225501748975,0.0221255271470286,3000
"standard deviation",0.0249372296600078,0.0216997470291825,0.0247749587969926,0.0304667949176067,3000
"root MSE",0.0364495057304057,0.0372158627894672,0.0362921684589934,0.0376507489828143,3000
"coverage probability",0.7934,0.6652,0.7934,0.8134,3000
"bias",0.0128576603743271,0.0155962644997038,0.0128642402627602,0.0105152889296262,4000
"standard deviation",0.019137188182495,0.0166648618787931,0.0191117068573767,0.025758451470621,4000
"root MSE",0.0230538099983378,0.02282335523668,0.0230363400971708,0.0278197128646833,4000
"coverage probability",0.9122,0.8502,0.9122,0.9344,4000
"bias",0.00880858599304227,0.00987262306500232,0.00880795993424192,0.00878148222662406,5000
"standard deviation",0.0182412705951002,0.0166223462273173,0.0182368977976376,0.0219652978864717,5000
"root MSE",0.0202550880355999,0.0193317309055761,0.0202508785635694,0.0236535884481764,5000
"coverage probability",0.918,0.8716,0.918,0.923,5000
