"evaluation metric","none","deterministic truncation","adaptive truncation","isotonic regression","n samples"
"bias",0.488675915381444,0.659039990693928,0.49663192338961,0.502883297977794,500
"standard deviation",0.0805702548928201,0.0452655784670722,0.0738592916259992,0.0946055073662287,500
"root MSE",0.495272064560673,0.660592364573867,0.502092990640345,0.511703061715132,500
"coverage probability",0.0134,0,0.0026,0.0636,500
"bias",0.416964733433965,0.460843582443656,0.418561503089166,0.407318896068601,1000
"standard deviation",0.0818709217585088,0.111661715585667,0.0811464571272251,0.0905246962984802,1000
"root MSE",0.424924812393534,0.47417576123131,0.42635333049369,0.417255035668052,1000
"coverage probability",0,0,0,0.0012,1000
"bias",0.24823204040814,0.247018276880289,0.248277002446923,0.242048865682026,2000
"standard deviation",0.0443963261158887,0.0369972564939545,0.0443010265409348,0.0545159566378603,2000
"root MSE",0.252170151784509,0.249773001626655,0.252197657365051,0.248110960072688,2000
"coverage probability",0,0,0,0.0412,2000
"bias",0.187923463979233,0.189773670462502,0.187961564937494,0.181929276658889,3000
"standard deviation",0.041520970299925,0.037793054736942,0.0414625381085169,0.0508251621679491,3000
"root MSE",0.192454863514556,0.19349954864072,0.192479474572586,0.188893997193143,3000
"coverage probability",0.005,2e-04,0.005,0.0648,3000
"bias",0.12752633954775,0.132004418271052,0.127534449212329,0.118790352319955,4000
"standard deviation",0.0325219465103099,0.030790475336048,0.0325195458092357,0.038458162385276,4000
"root MSE",0.131607115111101,0.135547151219877,0.131614380260514,0.124859449991983,4000
"coverage probability",0.0152,2e-04,0.0152,0.1096,4000
"bias",0.0940188680874318,0.097946412471854,0.0940578477670531,0.0831747278107234,5000
"standard deviation",0.0318494467486045,0.0300166208363336,0.0318270538622182,0.0406554251222615,5000
"root MSE",0.0992659656538053,0.102441773915886,0.0992957073183285,0.0925773642179413,5000
"coverage probability",0.0596,0.0226,0.0596,0.27,5000
